"Bygmestervej 3, 2400 København NV"
"Bispebjerg Bakke 22B, 2. th, 2400 København NV"
"Bispebjerg Parkallé 92, 2400 København NV"
"Uglevej 23, 4. tv, 2400 København NV"
"Landsdommervej 21, 4. th, 2400 København NV"
"Bjergvænget 20, 2. th, 2400 København NV"
"Utterslevgård 20, st. 2, 2400 København NV"
"Utterslevvej 17B, st. tv, 2400 København NV"
"Blåmunkevej 14, 2400 København NV"
"Bogtrykkervej 14, 3. tv, 2400 København NV"
"Bogtrykkervej 45, 2. tv, 2400 København NV"
"Guldstjernevej 2, st. tv, 2400 København NV"
"Rønnebærvej 3, 3. mf, 2400 København NV"
"Rønnebærvej 46, 1. tv, 2400 København NV"
"Borups Allé 180, st. tv, 2400 København NV"
"Gørtlervej 2, 2. th, 2400 København NV"
"Rørsangervej 37, 1. th, 2400 København NV"
"Borups Allé 250, 1. th, 2400 København NV"
"Rådvadsvej 20B, 2. th, 2400 København NV"
"C.J. Brandts Vej 3, st. tv, 2400 København NV"
"Brofogedvej 3, st. tv, 2400 København NV"
"Markvej 3, 2400 København NV"
"Hejrevej 23, 3. th, 2400 København NV"
"Vestergårdsporten 4, 2. tv, 2400 København NV"
"Vestergårdsvej 32, st. th, 2400 København NV"
"Mejsevænget 8, st. th, 2400 København NV"
"Vibevej 38, 2. th, 2400 København NV"
"Skoleholdervej 77, 2. th, 2400 København NV"
"Charlotte Muncks Vej 3, st. th, 2400 København NV"
"Charlotte Muncks Vej 28, 4. th, 2400 København NV"
"Hjortholms Allé 1, st. tv, 2400 København NV"
"Morbærvej 14, 2400 København NV"
"Musvågevej 14, 2. th, 2400 København NV"
"Smedetoften 28, 3. tv, 2400 København NV"
"Møntmestervej 10B, 1. th, 2400 København NV"
"Møntmestervej 48, 2. tv, 2400 København NV"
"Mågevej 29, 2. th, 2400 København NV"
"Sokkelundsvej 34, 2. tv, 2400 København NV"
"Mågevej 76, 3. tv, 2400 København NV"
"Horsebakken 54, 2400 København NV"
"Houmanns Allé 2, 1. th, 2400 København NV"
"Nattergalevej 30, 2. tv, 2400 København NV"
"Frederikssundsvej 98, 1., 2400 København NV"
"Hovmestervej 31, 1. th, 2400 København NV"
"Nattergalevej 78, 1. tv, 2400 København NV"
"Frederikssundsvej 98, kl., 2400 København NV"
"Hulgårdsvej 71, 2400 København NV"
"Statholdervej 10, st. tv, 2400 København NV"
"Hulgårdsvej 143, 1. th, 2400 København NV"
"Stenkløvervej 8A, 2400 København NV"
"Frederikssundsvej 98, st., 2400 København NV"
"Hvidkildevej 113, 2400 København NV"
"Ørnevej 7, 3. th, 2400 København NV"
"Frederikssundsvej 100, kl. tv, 2400 København NV"
"Frederikssundsvej 100, kl. th, 2400 København NV"
"Frederikssundsvej 100, st. tv, 2400 København NV"
"Frederikssundsvej 100, st. mf, 2400 København NV"
"Håndværkerhaven 39, 1. tv, 2400 København NV"
"Frederikssundsvej 100, st. th, 2400 København NV"
"Emdrupvej 111, st. 2, 2400 København NV"
"Emdrupvej 171, 1. tv, 2400 København NV"
"Enemærket 2, 2400 København NV"
"Frederikssundsvej 100, 1. tv, 2400 København NV"
"Frederikssundsvej 100, 1. th, 2400 København NV"
"Stærevej 6, 3. th, 2400 København NV"
"Stærevej 31, 1. th, 2400 København NV"
"Stærevej 42, 1. tv, 2400 København NV"
"Stærevej 72, 1. 2, 2400 København NV"
"Frederikssundsvej 100, 2. tv, 2400 København NV"
"Frederikssundsvej 100, 2. th, 2400 København NV"
"Frederikssundsvej 102, st., 2400 København NV"
"Frederikssundsvej 81E, 3. th, 2400 København NV"
"Svanevej 27, 2. tv, 2400 København NV"
"Frederikssundsvej 102, 1., 2400 København NV"
"Oldfuxvej 15, 2400 København NV"
"Ferskenvej 17, 2400 København NV"
"Frederikssundsvej 98, st. 1, 2400 København NV"
"Frederikssundsvej 98, 4. 2, 2400 København NV"
"Frederikssundsvej 98, st. 2, 2400 København NV"
"Tagensvej 186D, kl., 2400 København NV"
"Tagensvej 197, 1. tv, 2400 København NV"
"Tagensvej 221, 3. tv, 2400 København NV"
"Tagensvej 252, 1. th, 2400 København NV"
"Teglbrændervej 6, 4. th, 2400 København NV"
"Frederikssundsvej 98, st. 3, 2400 København NV"
"Frederiksborgvej 8, 4. tv, 2400 København NV"
"Perlestikkervej 9, 3. th, 2400 København NV"
"Frederiksborgvej 50A, 3. tv, 2400 København NV"
"Frederiksborgvej 95, 1. tv, 2400 København NV"
"Frederiksborgvej 152B, 1. tv, 2400 København NV"
"Frederiksborgvej 192, st. tv, 2400 København NV"
"Peter Ipsens Allé 3, 1. 51, 2400 København NV"
"Theklavej 12, 1. tv, 2400 København NV"
"Frederikssundsvej 25, 5. tv, 2400 København NV"
"Frederikssundsvej 50, 1. 1, 2400 København NV"
"Frederikssundsvej 68D, st. th, 2400 København NV"
"Frederikssundsvej 98, st. 4, 2400 København NV"
"Frederikssundsvej 96B, 3. th, 2400 København NV"
"Tingskrivervej 20, 4. th, 2400 København NV"
"Provstevej 3B, 3. tv, 2400 København NV"
"Præstelængen 9, 4. tv, 2400 København NV"
"Frederikssundsvej 98, st. 5, 2400 København NV"
"Frimestervej 12, 4. tv, 2400 København NV"
"Frimestervej 38, 1. tv, 2400 København NV"
"På Bjerget 12, 1. tv, 2400 København NV"
"Frimestervej 75, 4. tv, 2400 København NV"
"Fuglefængervej 11, st. tv, 2400 København NV"
"Toldskrivervej 1, 3. th, 2400 København NV"
"Tomsgårdsvej 4, 2. th, 2400 København NV"
"Frederikssundsvej 98, 1. 1, 2400 København NV"
"Tonemestervej 4, 2. tv, 2400 København NV"
"Frederikssundsvej 98, 1. 2, 2400 København NV"
"Tranevej 1A, st. tv, 2400 København NV"
"Banebrinken 93, 1. 23, 2400 København NV"
"Frederikssundsvej 98, 1. 3, 2400 København NV"
"Reinettevej 11, 2400 København NV"
"Rentemestervej 8, 2., 2400 København NV"
"Tuborgvej 249, 2. tv, 2400 København NV"
"Frederikssundsvej 98, 1. 4, 2400 København NV"
"Ringduestien 12, 2. tv, 2400 København NV"
"Genforeningspladsen 19, 2. th, 2400 København NV"
"Birkedommervej 16, 1. tv, 2400 København NV"
"Glentevej 4, st., 2400 København NV"
"Tøndebindervej 4, 4. th, 2400 København NV"
"Birkedommervej 76, 4. tv, 2400 København NV"
"Frederikssundsvej 98, 1. 5, 2400 København NV"
"Bispebjerg Bakke 1, 4. 405, 2400 København NV"
"Frederikssundsvej 98, 1. 6, 2400 København NV"
"Bispebjerg Bakke 22B, 2. tv, 2400 København NV"
"Bispebjerg Parkallé 94, 2400 København NV"
"Frederikssundsvej 98, 1. 7, 2400 København NV"
"Landsdommervej 21, 4. tv, 2400 København NV"
"Frederikssundsvej 98, 2. 1, 2400 København NV"
"Bjergvænget 20, 2. tv, 2400 København NV"
"Frederikssundsvej 98, 2. 2, 2400 København NV"
"Utterslevgård 20, st. 8, 2400 København NV"
"Utterslevvej 17B, 1. th, 2400 København NV"
"Blåmunkevej 16, 2400 København NV"
"Frederikssundsvej 98, 2. 3, 2400 København NV"
"Bogtrykkervej 14, 4. th, 2400 København NV"
"Bogtrykkervej 45, 3. th, 2400 København NV"
"Frederikssundsvej 98, 2. 4, 2400 København NV"
"Guldstjernevej 2, 1. th, 2400 København NV"
"Rønnebærvej 3, 3. th, 2400 København NV"
"Rønnebærvej 46, 2. th, 2400 København NV"
"Borups Allé 180, 1. th, 2400 København NV"
"Gørtlervej 2, 2. tv, 2400 København NV"
"Rørsangervej 37, 1. tv, 2400 København NV"
"Borups Allé 226, 2. th, 2400 København NV"
"Rørsangervej 89, 2. th, 2400 København NV"
"Frederikssundsvej 98, 2. 5, 2400 København NV"
"Borups Allé 250, 1. tv, 2400 København NV"
"Rådvadsvej 20B, 2. tv, 2400 København NV"
"C.J. Brandts Vej 3, 1. th, 2400 København NV"
"Frederikssundsvej 98, 2. 6, 2400 København NV"
"Brofogedvej 3, 1. th, 2400 København NV"
"Frederikssundsvej 98, 2. 7, 2400 København NV"
"Frederikssundsvej 98, 3. 1, 2400 København NV"
"Frederikssundsvej 98, 3. 2, 2400 København NV"
"Buntmagervej 10, 1. tv, 2400 København NV"
"Markvej 4, 2400 København NV"
"Hejrevej 23, 3. tv, 2400 København NV"
"Vestergårdsvej 1, st. th, 2400 København NV"
"Vestergårdsvej 32, st. tv, 2400 København NV"
"Mejsevænget 8, st. tv, 2400 København NV"
"Frederikssundsvej 98, 3. 3, 2400 København NV"
"Vibevej 38, 2. tv, 2400 København NV"
"Skoleholdervej 77, 2. tv, 2400 København NV"
"Charlotte Muncks Vej 3, st. tv, 2400 København NV"
"Charlotte Muncks Vej 28, 4. tv, 2400 København NV"
"Hjortholms Allé 1, 1. th, 2400 København NV"
"Frederikssundsvej 98, 3. 4, 2400 København NV"
"Musvågevej 14, 2. tv, 2400 København NV"
"Smedetoften 28, 4. th, 2400 København NV"
"Møntmestervej 10B, 1. tv, 2400 København NV"
"Møntmestervej 50, st. th, 2400 København NV"
"Mågevej 29, 2. tv, 2400 København NV"
"Sokkelundsvej 34, 3., 2400 København NV"
"Mågevej 76, 4. th, 2400 København NV"
"Horsebakken 55, 2400 København NV"
"Houmanns Allé 2, 1. tv, 2400 København NV"
"Nattergalevej 30, 3. th, 2400 København NV"
"Hovmestervej 31, 1. tv, 2400 København NV"
"Nattergalevej 78, 2. th, 2400 København NV"
"Hulgårdsvej 72, st., 2400 København NV"
"Statholdervej 10, 1. th, 2400 København NV"
"Frederikssundsvej 98, 3. 5, 2400 København NV"
"Hulgårdsvej 143, 1. tv, 2400 København NV"
"Stenkløvervej 8B, 2400 København NV"
"Hvidkildevej 115, 2400 København NV"
"Ørnevej 7, 3. tv, 2400 København NV"
"Frederikssundsvej 98, 3. 6, 2400 København NV"
"Håndværkerhaven 39, 2. mf, 2400 København NV"
"Emdrupvej 111, st. 3, 2400 København NV"
"Emdrupvej 171, 2. th, 2400 København NV"
"Enemærket 4B, 2400 København NV"
"Frederikssundsvej 98, 4. 3, 2400 København NV"
"Stærevej 6, 3. tv, 2400 København NV"
"Stærevej 31, 1. tv, 2400 København NV"
"Stærevej 42, 2. th, 2400 København NV"
"Frederikssundsvej 98, 4. 4, 2400 København NV"
"Stærevej 72, 1. 3, 2400 København NV"
"Frederikssundsvej 98, 4. 5, 2400 København NV"
"Oldfuxvej 16, 2400 København NV"
"Frederikssundsvej 98, 4. 6, 2400 København NV"
"Ferskenvej 18, 2400 København NV"
"Frederikssundsvej 98, 4. 7, 2400 København NV"
"Frederikssundsvej 98, 5. 1, 2400 København NV"
"Tagensvej 186D, st., 2400 København NV"
"Tagensvej 197, 2. th, 2400 København NV"
"Tagensvej 221, 4. th, 2400 København NV"
"Frederikssundsvej 98, 5. 3, 2400 København NV"
"Tagensvej 252, 1. tv, 2400 København NV"
"Teglbrændervej 6, 4. tv, 2400 København NV"
"Frederiksborgvej 9, st. th, 2400 København NV"
"Perlestikkervej 9, 3. tv, 2400 København NV"
"Frederiksborgvej 50A, 4. th, 2400 København NV"
"Frederiksborgvej 95, 2. th, 2400 København NV"
"Frederiksborgvej 152B, 2. th, 2400 København NV"
"Frederiksborgvej 192, 1. th, 2400 København NV"
"Peter Ipsens Allé 3, 2. 52, 2400 København NV"
"Theklavej 12, 2. th, 2400 København NV"
"Frederikssundsvej 26A, st., 2400 København NV"
"Frederikssundsvej 50, 1. 2, 2400 København NV"
"Frederikssundsvej 68D, st. tv, 2400 København NV"
"Frederikssundsvej 81E, 3. tv, 2400 København NV"
"Frederikssundsvej 96B, 3. tv, 2400 København NV"
"Bispebjerg Parkallé 96, 2400 København NV"
"Tingskrivervej 20, 4. tv, 2400 København NV"
"Provstevej 3B, 4. th, 2400 København NV"
"Præstelængen 10, st., 2400 København NV"
"Frimestervej 13, st. th, 2400 København NV"
"Frimestervej 38, 2. th, 2400 København NV"
"På Bjerget 13, st. th, 2400 København NV"
"Frimestervej 77, st. th, 2400 København NV"
"Fuglefængervej 11, 1. th, 2400 København NV"
"Toldskrivervej 1, 3. tv, 2400 København NV"
"Tomsgårdsvej 4, 2. tv, 2400 København NV"
"Tonemestervej 5, 2400 København NV"
"Tranevej 1A, 1. th, 2400 København NV"
"Banebrinken 93, 1. 24, 2400 København NV"
"Reinettevej 12, 2400 København NV"
"Rentemestervej 8, 3., 2400 København NV"
"Tuborgvej 249, 3. th, 2400 København NV"
"Ringduestien 12, 3., 2400 København NV"
"Birkedommervej 16, 2. th, 2400 København NV"
"Glentevej 4, 1. th, 2400 København NV"
"Tøndebindervej 4, 4. tv, 2400 København NV"
"Birkedommervej 77, st. th, 2400 København NV"
"Bispebjerg Bakke 1, 5. 500, 2400 København NV"
"Bispebjerg Bakke 22C, st. th, 2400 København NV"
"Landsdommervej 23, st. th, 2400 København NV"
"Bjergvænget 21, kl., 2400 København NV"
"Utterslevgård 20, st. 9, 2400 København NV"
"Utterslevvej 17B, 1. tv, 2400 København NV"
"Blåmunkevej 18, 2400 København NV"
"Bogtrykkervej 14, 4. tv, 2400 København NV"
"Bogtrykkervej 45, 3. tv, 2400 København NV"
"Guldstjernevej 2, 1. tv, 2400 København NV"
"Rønnebærvej 3, 3. tv, 2400 København NV"
"Rønnebærvej 46, 2. tv, 2400 København NV"
"Rørmosevej 3, st. th, 2400 København NV"
"Borups Allé 180, 1. tv, 2400 København NV"
"Gørtlervej 4, 1., 2400 København NV"
"Rørsangervej 37, 2. mf, 2400 København NV"
"Borups Allé 226, 2. tv, 2400 København NV"
"Rørsangervej 89, 2. tv, 2400 København NV"
"Borups Allé 250, 2. th, 2400 København NV"
"Rådvadsvej 22, 2400 København NV"
"C.J. Brandts Vej 3, 1. tv, 2400 København NV"
"Brofogedvej 3, 1. tv, 2400 København NV"
"Buntmagervej 10, 2. th, 2400 København NV"
"Markvej 5, 2400 København NV"
"Vestergårdsvej 1, st. tv, 2400 København NV"
"Vestergårdsvej 32, 1. th, 2400 København NV"
"Mejsevænget 8, 1. th, 2400 København NV"
"Skoleholdervej 79, st., 2400 København NV"
"Charlotte Muncks Vej 3, 1. th, 2400 København NV"
"Hillerødgade 93, 2400 København NV"
"Hjortholms Allé 1, 1. tv, 2400 København NV"
"Musvågevej 14, 3. th, 2400 København NV"
"Smedetoften 28, 4. tv, 2400 København NV"
"Møntmestervej 10B, 2. th, 2400 København NV"
"Møntmestervej 50, st. tv, 2400 København NV"
"Mågevej 30, st. th, 2400 København NV"
"Sokkelundsvej 36, st. th, 2400 København NV"
"Mågevej 76, 4. tv, 2400 København NV"
"Horsebakken 56, 2400 København NV"
"Houmanns Allé 2, 2. th, 2400 København NV"
"Nattergalevej 30, 3. tv, 2400 København NV"
"Hovmestervej 31, 2. th, 2400 København NV"
"Nattergalevej 78, 2. tv, 2400 København NV"
"Hulgårdsvej 72, 1., 2400 København NV"
"Statholdervej 10, 1. tv, 2400 København NV"
"Hulgårdsvej 143, 2. th, 2400 København NV"
"Stenkløvervej 9, 2400 København NV"
"Hvidkildevej 117, 2400 København NV"
"Ørnevej 8, st. tv, 2400 København NV"
"Håndværkerhaven 39, 2. th, 2400 København NV"
"Emdrupvej 111, st. 4, 2400 København NV"
"Emdrupvej 171, 2. tv, 2400 København NV"
"Stærevej 6, 4. th, 2400 København NV"
"Stærevej 31, 2. th, 2400 København NV"
"Stærevej 42, 2. tv, 2400 København NV"
"Stærevej 72, 1. 4, 2400 København NV"
"Oldfuxvej 17, 2400 København NV"
"Ferskenvej 19, 2400 København NV"
"Tagensvej 197, 2. tv, 2400 København NV"
"Tagensvej 221, 4. tv, 2400 København NV"
"Tagensvej 252, 2. th, 2400 København NV"
"Teglbrændervej 7, st. th, 2400 København NV"
"Frederiksborgvej 9, 1. tv, 2400 København NV"
"Perlestikkervej 9, 4. mf, 2400 København NV"
"Frederiksborgvej 50A, 4. tv, 2400 København NV"
"Frederiksborgvej 95, 2. tv, 2400 København NV"
"Frederiksborgvej 152B, 2. tv, 2400 København NV"
"Frederiksborgvej 192, 1. tv, 2400 København NV"
"Peter Ipsens Allé 3, 2. 53, 2400 København NV"
"Theklavej 12, 2. tv, 2400 København NV"
"Frederikssundsvej 26A, 1. 2, 2400 København NV"
"Frederikssundsvej 50, 1. 3, 2400 København NV"
"Frederikssundsvej 68D, 1. mf, 2400 København NV"
"Frederikssundsvej 81E, 4. th, 2400 København NV"
"Frederikssundsvej 96B, 4. th, 2400 København NV"
"Provstevej 3B, 4. tv, 2400 København NV"
"Præstelængen 10, 1. th, 2400 København NV"
"Frimestervej 13, st. tv, 2400 København NV"
"Frimestervej 38, 2. tv, 2400 København NV"
"På Bjerget 13, st. tv, 2400 København NV"
"Frimestervej 77, st. tv, 2400 København NV"
"Fuglefængervej 11, 1. tv, 2400 København NV"
"Toldskrivervej 1, 4. th, 2400 København NV"
"Tomsgårdsvej 4, 3. th, 2400 København NV"
"Tonemestervej 6, st. th, 2400 København NV"
"Tranevej 1A, 1. tv, 2400 København NV"
"Banebrinken 93, 2. 25, 2400 København NV"
"Trekløvervej 5A, 2400 København NV"
"Rentemestervej 8, 4., 2400 København NV"
"Rentemestervej 80, 1., 2400 København NV"
"Tuborgvej 249, 3. tv, 2400 København NV"
"Ringduestien 14, st. th, 2400 København NV"
"Genforeningspladsen 20, st. th, 2400 København NV"
"Birkedommervej 16, 2. tv, 2400 København NV"
"Glentevej 4, 1. tv, 2400 København NV"
"Tøndebindervej 6, st. th, 2400 København NV"
"Birkedommervej 77, st. tv, 2400 København NV"
"Bispebjerg Bakke 1, 5. 501, 2400 København NV"
"Bispebjerg Bakke 22C, st. tv, 2400 København NV"
"Bispebjerg Parkallé 98, 2400 København NV"
"Landsdommervej 23, st. tv, 2400 København NV"
"Bjergvænget 21, st. th, 2400 København NV"
"Utterslevgård 20, 1. 1, 2400 København NV"
"Utterslevvej 17B, 2. th, 2400 København NV"
"Blåmunkevej 20, 2400 København NV"
"Bogtrykkervej 45, 4. th, 2400 København NV"
"Guldstjernevej 2, 2. th, 2400 København NV"
"Rønnebærvej 4, st. th, 2400 København NV"
"Rørmosevej 3, st. tv, 2400 København NV"
"Borups Allé 180, 2. th, 2400 København NV"
"Rørsangervej 37, 2. th, 2400 København NV"
"Borups Allé 227, st. th, 2400 København NV"
"Rørsangervej 90, st. th, 2400 København NV"
"Borups Allé 250, 2. tv, 2400 København NV"
"Rådvadsvej 24, 2400 København NV"
"C.J. Brandts Vej 4, st. th, 2400 København NV"
"Brofogedvej 3, 2. th, 2400 København NV"
"Buntmagervej 10, 2. tv, 2400 København NV"
"Markvej 6, 2400 København NV"
"Vestergårdsvej 1, 1. th, 2400 København NV"
"Vestergårdsvej 32, 1. tv, 2400 København NV"
"Mejsevænget 8, 1. tv, 2400 København NV"
"Skoleholdervej 79, 1. th, 2400 København NV"
"Charlotte Muncks Vej 3, 1. tv, 2400 København NV"
"Hillerødgade 95, 2400 København NV"
"Charlotte Muncks Vej 29, st. tv, 2400 København NV"
"Hjortholms Allé 1, 2. th, 2400 København NV"
"Musvågevej 14, 3. tv, 2400 København NV"
"Smedetoften 30, st. th, 2400 København NV"
"Møntmestervej 10B, 2. tv, 2400 København NV"
"Møntmestervej 50, 1. th, 2400 København NV"
"Mågevej 30, st. tv, 2400 København NV"
"Sokkelundsvej 36, st. tv, 2400 København NV"
"Mågevej 77, st. th, 2400 København NV"
"Horsebakken 57, 2400 København NV"
"Houmanns Allé 2, 2. tv, 2400 København NV"
"Nattergalevej 34, st. th, 2400 København NV"
"Hovmestervej 31, 2. tv, 2400 København NV"
"Nattergalevej 78, 3., 2400 København NV"
"Hulgårdsvej 73, 2400 København NV"
"Statholdervej 10, 2. th, 2400 København NV"
"Hulgårdsvej 143, 2. tv, 2400 København NV"
"Stenkløvervej 10, 2400 København NV"
"Hvidkildevej 119, 2400 København NV"
"Ørnevej 8, 1., 2400 København NV"
"Håndværkerhaven 39, 2. tv, 2400 København NV"
"Emdrupvej 111, st. 5, 2400 København NV"
"Emdrupvej 173, st. th, 2400 København NV"
"Enemærket 6A, 2400 København NV"
"Stærevej 6, 4. tv, 2400 København NV"
"Stærevej 31, 2. tv, 2400 København NV"
"Stærevej 42, 3. th, 2400 København NV"
"Stærevej 72, 1. 5, 2400 København NV"
"Svanevej 29, st., 2400 København NV"
"Oldfuxvej 18, st., 2400 København NV"
"Ferskenvej 20, 2400 København NV"
"Fladstjernevej 1A, 2400 København NV"
"Tagensvej 186D, 1., 2400 København NV"
"Tagensvej 197, 3. th, 2400 København NV"
"Tagensvej 222, st. th, 2400 København NV"
"Tagensvej 252, 2. tv, 2400 København NV"
"Teglbrændervej 7, st. tv, 2400 København NV"
"Frederiksborgvej 9, 2. th, 2400 København NV"
"Perlestikkervej 9, 4. th, 2400 København NV"
"Frederiksborgvej 50B, st. tv, 2400 København NV"
"Frederiksborgvej 95, 3. th, 2400 København NV"
"Frederiksborgvej 153, st. th, 2400 København NV"
"Frederiksborgvej 192, 2. th, 2400 København NV"
"Peter Ipsens Allé 3, 2. 54, 2400 København NV"
"Theklavej 12, 3. th, 2400 København NV"
"Frederikssundsvej 26A, 2., 2400 København NV"
"Frederikssundsvej 50, 1. 4, 2400 København NV"
"Frederikssundsvej 68D, 1. th, 2400 København NV"
"Frederikssundsvej 81E, 4. tv, 2400 København NV"
"Frederikssundsvej 96B, 4. tv, 2400 København NV"
"Provstevej 4, st. 1, 2400 København NV"
"Præstelængen 10, 1. tv, 2400 København NV"
"Frimestervej 13, 1. th, 2400 København NV"
"Utterslevgård 20, 1. 10, 2400 København NV"
"Frimestervej 38, 3. th, 2400 København NV"
"På Bjerget 13, 1. th, 2400 København NV"
"Frimestervej 77, 1. th, 2400 København NV"
"Fuglefængervej 11, 2. th, 2400 København NV"
"Toldskrivervej 1, 4. tv, 2400 København NV"
"Tomsgårdsvej 4, 3. tv, 2400 København NV"
"Tonemestervej 6, st. tv, 2400 København NV"
"Tranevej 1A, 2. th, 2400 København NV"
"Banebrinken 93, 2. 26, 2400 København NV"
"Trekløvervej 5B, 2400 København NV"
"Rentemestervej 10, kl., 2400 København NV"
"Tuborgvej 249, 4. th, 2400 København NV"
"Ringduestien 14, st. tv, 2400 København NV"
"Genforeningspladsen 20, st. tv, 2400 København NV"
